symbol,company_name,security_id,exchange_segment,instrument,instrument_type,series,lot_size,listing_date,status,latest_date,latest_close,history_rows,avg_volume_50d,avg_traded_value_50d,liquidity_pass,risk_tier,liquidity_reason
IMAGICAA,Imagicaaworld Entertainment,7672,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,42.07,1238,761949,32593226,True,HIGH,PASS
IMFA,Indian Metals & Ferro Alloys,19235,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,1450.6,1238,208733,301630812,True,MEDIUM,PASS
INDIAGLYCO,India Glycols,1521,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,1008.7,1239,156552,152117409,True,MEDIUM,PASS
INDIANHUME,Indian Hume Pipe,1530,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,308.0,1238,188996,62289373,True,HIGH,PASS
INDIASHLTR,India Shelter Finance,20556,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,793.05,595,134708,102470660,True,MEDIUM,PASS
INDIGOPNTS,Indigo Paints,2048,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,962.25,1238,165634,138382948,True,MEDIUM,PASS
INDIQUBE,Indiqube Spaces,757845,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,171.17,196,160995,26491719,True,HIGH,PASS
INDOAMIN,Indo Amines,9116,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,128.52,1003,150558,17221729,True,HIGH,PASS
INDOBORAX,Indo Borax & Chemicals,8614,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,274.2,1024,81732,21503709,True,HIGH,PASS
INDOCO,Indoco Remedies,11677,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,215.26,1238,83317,18417063,True,HIGH,PASS
INDOFARM,Indo Farm Equipment,29025,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,125.2,335,205522,27245045,True,HIGH,PASS
INDOSTAR,IndoStar Capital Finance,3088,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,192.09,1238,195665,38963873,True,HIGH,PASS
INDOTECH,Indo Tech Transformers,13278,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE,2026-05-18,2469.9,1219,83739,179641984,True,HIGH,PASS
INDOTHAI,Indo Thai Securities,25608,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,269.05,1239,788817,225311301,True,MEDIUM,PASS
INDRAMEDCO,Indraprastha Medical Corporation,4751,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,360.1,1238,314373,127084631,True,MEDIUM,PASS
INDSWFTLAB,Ind Swift Laboratories,4870,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,132.2,1238,1110519,153894462,True,MEDIUM,PASS
INFOBEAN,InfoBeans Technologies,11027,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,148.51,1239,1268857,212324276,True,MEDIUM,PASS
INNOVACAP,Innova Captab,21062,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,877.1,589,76604,59519481,True,HIGH,PASS
INOXGREEN,Inox Green Energy Services,12188,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,179.93,862,3614435,571231855,True,LOW,PASS
INOXINDIA,INOX India,20607,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,1401.9,594,249847,349137726,True,MEDIUM,PASS
INTERARCH,Interarch Building Solutions,24909,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,1632.0,427,103519,191788347,True,MEDIUM,PASS
IOLCP,IOL Chemicals & Pharmaceuticals,20413,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,108.44,1238,2376448,218037041,True,MEDIUM,PASS
IONEXCHANG,Ion Exchange,1630,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,387.65,1047,309825,115915880,True,MEDIUM,PASS
IPL,India Pesticides,4934,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,164.2,1206,749180,122016654,True,MEDIUM,PASS
IRISDOREME,Iris Clothings,2275,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,35.52,1238,385797,12618471,True,HIGH,PASS
IRMENERGY,IRM Energy,19597,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,280.3,633,6650759,2103650742,True,LOW,PASS
ISGEC,Isgec Heavy Engineering,3329,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,1059.1,1238,93106,90169357,True,HIGH,PASS
ITDC,India Tourism Development Corporation,19299,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,540.45,1238,1393282,836442976,True,LOW,PASS
IVALUE,Ivalue Infosolutions,759041,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,236.6,157,117270,28353598,True,HIGH,PASS
IXIGO,Le Travenues Technology (IXIGO),24067,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,161.32,475,1744083,298481117,True,MEDIUM,PASS
JAGRAN,Jagran Prakashan,13211,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,67.08,1238,269141,17174084,True,HIGH,PASS
JAGSNPHARM,Jagsonpal Pharmaceuticals,4410,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,201.06,1238,248965,47410103,True,HIGH,PASS
JAIBALAJI,Jai Balaji Industries,14076,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE,2026-05-18,80.87,1238,3282994,229349155,True,MEDIUM,PASS
JAICORPLTD,Jai Corp,5143,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,110.84,1238,1089160,114837214,True,MEDIUM,PASS
JAMNAAUTO,Jamna Auto Industries,20778,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,110.42,1238,2328345,288994085,True,MEDIUM,PASS
JARO,Jaro Inst of Tech Mgmt & Research,759951,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,481.1,154,360521,167182522,True,MEDIUM,PASS
JASH,Jash Engineering,13982,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,373.0,1238,131993,51305982,True,HIGH,PASS
JAYBARMARU,Jay Bharat Maruti,1708,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,85.63,1238,241185,22019176,True,HIGH,PASS
JAYNECOIND,Jayaswal Neco Industries,2331,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,104.79,1238,6578998,618738177,True,LOW,PASS
JGCHEM,JG Chemicals,23056,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,385.45,537,92762,34482288,True,HIGH,PASS
JINDALPOLY,Jindal Poly Films,1756,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,689.05,1238,317978,262347361,True,MEDIUM,PASS
JINDRILL,Jindal Drilling & Industries,13875,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,648.25,1238,3875109,2290519022,True,LOW,PASS
JINDWORLD,Jindal Worldwide,20642,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,26.53,1238,1639379,41603484,True,HIGH,PASS
JISLJALEQS,Jain Irrigation Systems,10397,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,29.72,1238,5075385,163482905,True,MEDIUM,PASS
JKIL,J Kumar Infraprojects,15266,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,490.7,1238,183020,88927348,True,HIGH,PASS
JKIPL,Jinkushal Industries,759206,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE,2026-05-18,82.51,152,179410,12218245,True,HIGH,PASS
JKLAKSHMI,JK Lakshmi Cement,13491,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,645.8,1238,144164,90794136,True,HIGH,PASS
JKPAPER,JK Paper,11860,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,371.35,1238,316798,113899877,True,MEDIUM,PASS
JNKINDIA,JNK India,23621,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,333.9,507,423023,121108744,True,MEDIUM,PASS
JPOLYINVST,Jindal Poly Inv. & Fin.,31507,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,1008.4,1175,147606,196056862,True,MEDIUM,PASS
JSFB,Jana Small Finance Bank,22663,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,462.1,557,655278,282515937,True,MEDIUM,PASS
JSLL,Jeena Sikho Lifecare,758115,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,631.4,998,376101,243522200,True,MEDIUM,PASS
JTEKTINDIA,Jtekt,3237,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,128.88,1239,176501,23681315,True,HIGH,PASS
JTLIND,JTL Industries,7287,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,66.25,1089,5873418,384535557,True,MEDIUM,PASS
JUNIPER,Juniper Hotels,22824,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,199.01,547,163316,33710723,True,HIGH,PASS
JUSTDIAL,Just Dial,29962,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,518.15,1238,232082,123914359,True,MEDIUM,PASS
JYOTHYLAB,Jyothy Laboratories,15146,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,214.9,1238,793707,186437517,True,MEDIUM,PASS
JYOTISTRUC,Jyoti Structures,1802,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,12.1,1238,13383094,156715940,True,MEDIUM,PASS
KALAMANDIR,Sai Silks (Kalamandir),18755,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,100.34,652,963079,99289354,True,HIGH,PASS
KALPATARU,Kalpataru,758558,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,322.35,216,229890,75238026,True,HIGH,PASS
KAMATHOTEL,Kamat Hotels,1826,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,162.0,1238,79048,13589387,True,HIGH,PASS
KAMDHENU,Kamdhenu,13457,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,24.28,1238,1352387,30149438,True,HIGH,PASS
KANSAINER,Kansai Nerolac Paints,1196,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,217.72,1238,748161,147832170,True,MEDIUM,PASS
KCP,KCP,1841,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,159.43,1238,299491,46089846,True,HIGH,PASS
KECL,Kirloskar Electric Co,18224,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE,2026-05-18,110.13,1238,501135,56194106,True,HIGH,PASS
KELLTONTEC,Kellton Tech Solutions,13430,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,14.73,1239,3243177,50395627,True,HIGH,PASS
KERNEX,Kernex Microsystems,13121,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,1357.6,1238,214546,261511249,True,MEDIUM,PASS
KESORAMIND,Kesoram Industries,4981,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE,2026-05-18,11.69,1238,2223267,24453009,True,HIGH,PASS
KHADIM,Khadim,425,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,115.82,1238,196361,19414429,True,HIGH,PASS
KHAICHEM,Khaitan Chemicals & Fertilizers,902,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE,2026-05-18,54.76,1238,404167,21919321,True,HIGH,PASS
KILITCH,Kilitch Drugs,19937,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,169.06,1239,88556,13791390,True,HIGH,PASS
KIOCL,KIOCL,19126,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,380.65,1238,683407,250767075,True,MEDIUM,PASS
KIRIINDUS,Kiri Industries,16639,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,385.05,1238,357982,140179074,True,MEDIUM,PASS
KIRLFER,Kirloskar Ferrous Industries,14466,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,425.95,626,116053,53292108,True,HIGH,PASS
KIRLOSBROS,Kirloskar Brothers,18581,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,1634.4,1238,161460,263177140,True,MEDIUM,PASS
KIRLPNU,Kirloskar Pneumatic Company,15180,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,1526.3,758,175495,245036457,True,MEDIUM,PASS
KITEX,Kitex Garments,28899,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,154.01,1238,842280,138096501,True,MEDIUM,PASS
KMEW,Knowledge Marine & Engineering Works,27084,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,2060.1,371,139798,259683483,True,MEDIUM,PASS
KNRCON,KNR Constructions,15283,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,124.96,1238,5255904,623373833,True,LOW,PASS
KOLTEPATIL,Kolte Patil Developers,15124,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,378.5,1238,232475,84819699,True,HIGH,PASS
KOPRAN,Kopran,1919,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,165.19,1238,340227,47877939,True,HIGH,PASS
KOTYARK,Kotyark Industries,761335,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,457.15,1123,65298,25468719,True,HIGH,PASS
KPEL,KP Energy,27079,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,340.25,370,541880,184157674,True,MEDIUM,PASS
KPIGREEN,KPI Green Energy,5108,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,421.25,1191,1916960,803668204,True,LOW,PASS
KRBL,KRBL,10577,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,328.65,1238,624973,206760444,True,MEDIUM,PASS
KRISHANA,Krishana Phoschem,12847,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,665.4,1238,270632,166581478,True,MEDIUM,PASS
KRISHNADEF,Krishna Defence & Allied Industries,761192,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,1103.3,1008,154379,160822162,True,MEDIUM,PASS
KRN,KRN Heat Exchanger and Refrigeration,25645,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE,2026-05-18,1094.4,400,1077870,1158741518,True,LOW,PASS
KROSS,Kross,25252,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,184.51,412,962799,195472413,True,MEDIUM,PASS
KRSNAA,Krsnaa Diagnostics,5359,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,564.85,1177,69560,41143205,True,HIGH,PASS
KRYSTAL,Krystal Integrated Services,23175,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,580.0,531,98206,58626542,True,HIGH,PASS
KSB,KSB,1949,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,840.2,1238,354220,310024845,True,MEDIUM,PASS
KSCL,Kaveri Seed Company,14972,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,932.1,1238,188608,162830997,True,MEDIUM,PASS
KSL,Kalyani Steels,18889,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,804.8,1238,63339,46952427,True,HIGH,PASS
KSOLVES,Ksolves,11060,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,281.2,1238,88339,26264572,True,HIGH,PASS
KTKBANK,Karnataka Bank,8054,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,242.85,1239,4006330,939378182,True,LOW,PASS
LANDMARK,Landmark Cars,13276,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,368.4,840,80282,31117591,True,HIGH,PASS
LAOPALA,La Opala RG,14423,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,168.48,1238,107151,19281102,True,HIGH,PASS
LAXMIDENTL,Laxmi Dental,29171,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,197.67,326,167743,32306039,True,HIGH,PASS
LAXMIINDIA,Laxmi India Finance,758865,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE,2026-05-18,119.71,192,354932,38094714,True,HIGH,PASS
LEMERITE,Le Merite Exports,760300,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,461.25,985,66350,29620843,True,HIGH,PASS
LIBERTSHOE,Liberty Shoes,1994,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,237.55,1238,51159,12927583,True,HIGH,PASS
LIKHITHA,Likhitha Infrastructure,579,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE,2026-05-18,195.84,1238,199968,37761857,True,HIGH,PASS
LINCOLN,Lincoln Pharmaceuticals,11596,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,678.9,1238,132961,87028118,True,HIGH,PASS
LLOYDSENGG,Lloyds Engineering Works,17801,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,68.83,1232,9163109,503746745,True,LOW,PASS
LLOYDSENT,Lloyds Enterprises,25807,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,69.01,391,5927674,326520245,True,MEDIUM,PASS
LOKESHMACH,Lokesh Machines,13439,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE,2026-05-18,243.28,1238,97542,22158903,True,HIGH,PASS
LOTUSDEV,Sri Lotus Developers & Realty,758145,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,138.33,191,1655783,211522193,True,MEDIUM,PASS
LUMAXTECH,Lumax Auto Technologies,14014,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,1629.2,1238,267376,438894620,True,MEDIUM,PASS
LUXIND,Lux Industries,11301,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,1331.3,1238,325984,421633687,True,MEDIUM,PASS
LXCHEM,Laxmi Organic Industries,2841,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,151.09,1238,997432,134598503,True,MEDIUM,PASS
MAANALU,Maan Aluminium,15017,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,137.21,1238,177962,26282406,True,HIGH,PASS
MADRASFERT,Madras Fertilizers,4911,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,64.58,1238,200180,13191218,True,HIGH,PASS
MAHLIFE,Mahindra Lifespaces Developers,8050,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,323.45,1238,250841,83289779,True,HIGH,PASS
MAHLOG,Mahindra Logistic,385,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,360.35,1239,265170,104955576,True,MEDIUM,PASS
MAHSEAMLES,Maharashtra Seamless,2088,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,636.6,1238,198840,118885347,True,MEDIUM,PASS
MAMATA,Mamata Machinery,28687,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,402.05,342,105238,40304425,True,HIGH,PASS
MANAKCOAT,Manaksia Coated Metals & Ind,7413,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,99.36,1238,660366,75492275,True,HIGH,PASS
MANALIPETC,Manali Petrochemicals,13796,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,55.38,1238,375842,18713755,True,HIGH,PASS
MANGLMCEM,Mangalam Cement,2106,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,851.85,1238,72300,62784722,True,HIGH,PASS
MANINDS,Man Industries,11884,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,553.9,1239,762296,342589023,True,MEDIUM,PASS
MANINFRA,Man Infraconstruction,18226,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,119.02,1238,1914603,215686008,True,MEDIUM,PASS
MANOMAY,Manomay Tex,13753,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,176.74,815,102360,20826320,True,HIGH,PASS
MANORAMA,Manorama Industries,10227,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,1370.6,959,152189,210069390,True,MEDIUM,PASS
MANYAVAR,Vedant Fashions,8167,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,431.4,1051,520752,203270954,True,MEDIUM,PASS
MARATHON,Marathon NextGen Realty,18659,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,475.2,1238,114117,49285659,True,HIGH,PASS
MARINE,Marine Electricals,1328,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,223.63,1238,526463,107623882,True,MEDIUM,PASS
MARKOLINES,Markolines Pavement Technologies,760204,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,162.14,145,345844,53836456,True,HIGH,PASS
MARKSANS,Marksans Pharma,10579,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,217.62,1238,1278338,242586192,True,MEDIUM,PASS
MASFIN,MAS Financial Services,199,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,313.15,1238,149080,47796863,True,HIGH,PASS
MASTEK,Mastek,2124,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,1552.0,1239,86663,136769780,True,HIGH,PASS
MASTERTR,Master Trust,27047,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,90.66,372,294130,22567611,True,HIGH,PASS
MAWANASUG,Mawana Sugars,17026,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE,2026-05-18,102.67,1238,211128,21513311,True,HIGH,PASS
MAXESTATES,Max Estates,19646,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,392.8,631,96628,35577133,True,HIGH,PASS
MAXVOLT,Maxvolt Energy Industries,29657,NSE_EQ,EQUITY,ES,ST,400,,ACTIVE,2026-05-18,446.25,302,94432,32696013,True,HIGH,PASS
MAYURUNIQ,Mayur Uniquoters,28906,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,610.15,1239,85366,48316685,True,HIGH,PASS
MBAPL,Madhya Bharat Agro,12686,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,526.1,1238,322145,160542352,True,MEDIUM,PASS
MBEL,M & B Engineering,758150,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,305.6,191,254089,73140522,True,HIGH,PASS
MCLEODRUSS,McLeod Russel,11944,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE,2026-05-18,65.77,1238,669615,29608378,True,HIGH,PASS
MCLOUD,Magellanic Cloud,29482,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,24.59,311,1778346,44052989,True,HIGH,PASS
MEDIASSIST,Medi Assist Healthcare,21705,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,373.0,572,237549,80700699,True,HIGH,PASS
MEDICO,Medico Remedies,9667,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,44.19,985,350353,13220776,True,HIGH,PASS
MEDPLUS,Medplus Health Services,7254,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,928.0,1089,134705,116108795,True,MEDIUM,PASS
MEIL,Mangal Electrical Industries,758750,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE,2026-05-18,301.8,177,123992,34114637,True,HIGH,PASS
MENONBE,Menon Bearings,6961,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,143.15,1238,109664,14507497,True,HIGH,PASS
METROPOLIS,Metropolis Healthcare,9581,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,507.4,1239,489120,248909747,True,MEDIUM,PASS
MHRIL,Mahindra Holidays,17333,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,229.13,1238,187467,46971408,True,HIGH,PASS
MICEL,MIC Electronics,7169,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,42.17,1019,1735403,77267961,True,HIGH,PASS
MIDHANI,Mishra Dhatu Nigam,2463,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,397.8,1238,1044393,382281375,True,MEDIUM,PASS
MINDTECK,Mindteck,18049,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,201.47,1237,105994,20977175,True,HIGH,PASS
MIRCELECTR,MIRC Electronics,6853,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE,2026-05-18,40.32,1238,2820034,106888912,True,MEDIUM,PASS
MMFL,MM Forgings,13844,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,440.2,1238,97816,44405451,True,HIGH,PASS
MOBIKWIK,One Mobikwik Systems,28046,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,189.02,348,2664374,555629180,True,LOW,PASS
MODIS,Modi's Navnirman,759752,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,352.35,124,55588,19302222,True,HIGH,PASS
MOIL,MOIL,20830,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,300.9,1238,1716171,513453371,True,LOW,PASS
MOL,Meghmani Organics,5394,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,49.33,1175,1723591,90349947,True,HIGH,PASS
MOLDTKPAC,Mold-Tek Packaging,6713,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,691.6,1238,171870,102808775,True,MEDIUM,PASS
MONARCH,Monarch Networth Capital,7679,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,315.15,1079,176520,49070685,True,HIGH,PASS
MOREPENLAB,Morepen Laboratories,2259,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,41.3,1238,3682945,149865090,True,MEDIUM,PASS
MOS,Mos Utility,15051,NSE_EQ,EQUITY,ES,SM,4000,,ACTIVE,2026-05-18,12.35,761,732240,10162204,True,HIGH,PASS
MOSCHIP,Moschip Technologies,29459,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,202.68,313,2628419,515093671,True,LOW,PASS
MOTISONS,Motisons Jewellers,20788,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,11.61,592,4857529,64630751,True,HIGH,PASS
MSPL,MSP Steel & Power,11919,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,40.17,1238,1609907,55231372,True,HIGH,PASS
MSTCLTD,MSTC,9356,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,417.2,1238,218223,93525011,True,HIGH,PASS
MTARTECH,MTAR Technologies,2709,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,7110.5,1238,881714,4955934378,True,LOW,PASS
